0,-13,0,0
0,-13,-1,0
0,-13,-2,0
0,-13,-3,0
0,-13,-4,0
0,-13,-6,0
0,-13,-5,0
0,-13,-13,0
0,-13,-12,0
0,-13,-11,0
0,-13,-10,0
0,-13,-9,0
0,-13,-8,0
0,-13,-7,0
0,-13,1,0
0,-13,2,0
0,-13,3,0
0,-13,4,0
0,-13,5,0
0,-13,6,0
0,-13,7,0
0,-13,8,0
0,-13,9,0
0,-13,10,0
0,-13,11,0
0,-13,12,0
0,-13,13,0
0,-13,14,0
0,-12,14,0
0,-11,14,0
0,-10,14,0
0,-9,14,0
0,-8,14,0
0,-7,14,0
0,-6,14,0
0,-5,14,0
0,-4,14,0
0,-3,14,0
0,-2,14,0
0,-1,14,0
0,0,14,0
0,1,14,0
0,2,14,0
0,3,14,0
0,4,14,0
0,5,14,0
0,6,14,0
0,7,14,0
0,8,14,0
0,9,14,0
0,10,14,0
0,11,14,0
0,12,14,0
0,13,14,0
0,14,14,0
0,14,13,0
0,14,12,0
0,14,11,0
0,14,10,0
0,14,9,0
0,14,8,0
0,14,7,0
0,14,6,0
0,14,5,0
0,14,4,0
0,14,3,0
0,14,2,0
0,14,1,0
0,14,0,0
0,14,-1,0
0,14,-2,0
0,14,-3,0
0,14,-4,0
0,14,-5,0
0,14,-6,0
0,14,-7,0
0,14,-8,0
0,14,-9,0
0,14,-10,0
0,14,-11,0
0,14,-12,0
0,14,-13,0
0,13,-13,0
0,12,-13,0
0,11,-13,0
0,10,-13,0
0,9,-13,0
0,8,-13,0
0,7,-13,0
0,6,-13,0
0,5,-13,0
0,4,-13,0
0,3,-13,0
0,2,-13,0
0,1,-13,0
0,0,-13,0
0,-1,-13,0
0,-2,-13,0
0,-3,-13,0
0,-4,-13,0
0,-5,-13,0
0,-6,-13,0
0,-7,-13,0
0,-8,-13,0
0,-9,-13,0
0,-10,-13,0
0,-11,-13,0
0,-12,-13,0
1,-12,8,0
1,-11,8,0
1,-10,8,0
1,-9,8,0
1,-8,8,0
1,-7,8,0
1,-6,8,0
1,-5,8,0
1,-5,9,0
1,-5,10,0
1,-4,7,0
1,-3,7,0
1,-2,8,0
1,-2,9,0
1,-2,10,0
1,-1,8,0
1,0,8,0
1,1,8,0
1,2,8,0
1,3,8,0
1,2,7,0
1,2,6,0
1,2,5,0
1,2,4,0
1,3,3,0
1,4,3,0
1,5,3,0
1,6,3,0
1,7,3,0
1,8,3,0
0,8,2,0
0,8,1,0
0,8,0,0
0,8,-1,0
0,8,-2,0
0,8,-3,0
0,8,-4,0
0,7,-5,0
0,6,-5,0
0,5,-5,0
0,4,-5,0
0,3,-5,0
0,2,-5,0
0,1,-5,0
0,0,-5,0
0,-1,-5,0
0,-2,-5,0
0,-3,-5,0
0,-4,-5,0
0,-5,-5,0
2,-5,-4,0
2,-4,-4,0
2,2,-3,180
2,3,-3,270
2,3,-2,0
2,2,-2,90
0,-6,-4,0
0,-6,-3,0
0,-6,-2,0
0,-6,-1,0
0,-6,0,0
0,-6,1,0
0,-6,2,0
0,-6,3,0
0,-6,4,0
