0,-11,-4,0
0,-10,-5,0
0,-9,-6,0
0,-8,-7,0
0,-7,-7,0
0,-6,-7,0
0,-5,-7,0
0,-4,-7,0
0,-3,-7,0
0,-2,-7,0
0,-1,-7,0
0,0,-7,0
0,1,-7,0
0,2,-7,0
0,3,-7,0
0,4,-7,0
0,5,-7,0
0,6,-7,0
0,7,-7,0
0,8,-7,0
0,9,-7,0
0,10,-7,0
0,11,-7,0
0,12,-7,0
0,13,-7,0
0,14,-7,0
0,15,-7,0
0,16,-7,0
0,17,-7,0
0,18,-7,0
0,19,-7,0
0,20,-7,0
0,21,-7,0
0,22,-7,0
0,23,-7,0
0,24,-7,0
0,25,-7,0
0,26,-7,0
0,27,-7,0
0,28,-7,0
0,29,-7,0
0,30,-7,0
0,31,-7,0
0,32,-7,0
0,34,-7,0
0,33,-7,0
0,35,-7,0
0,36,-7,0
0,37,-7,0
0,38,-7,0
0,40,-7,0
0,39,-7,0
0,40,-6,0
0,40,-5,0
0,40,-4,0
0,-9,-2,0
0,-8,-2,0
0,-7,-2,0
0,-6,-2,0
0,-5,-2,0
0,-4,-2,0
0,-3,-2,0
0,-3,-3,0
0,1,-3,0
0,1,-2,0
0,3,-2,0
0,2,-2,0
0,4,-2,0
0,5,-2,0
0,6,-2,0
0,7,-2,0
0,9,-1,0
0,11,0,0
0,17,2,0
0,23,4,0
0,29,4,0
0,29,8,0
0,32,10,0
0,38,10,0
0,39,10,0
0,40,10,0
0,41,10,0
0,42,10,0
0,43,10,0
0,44,11,0
0,44,12,0
0,44,13,0
0,44,14,0
0,43,14,0
2,31,6,90
2,26,3,90
2,20,3,90
2,14,1,90
2,23,5,90
1,35,13,0
1,35,14,0
1,35,15,0
1,35,16,0
1,35,17,0
1,35,12,0
1,34,12,0
1,32,14,0
1,31,14,0
1,30,14,0
1,26,14,0
1,28,14,0
1,24,14,0
1,22,14,0
1,21,14,0
1,20,14,0
1,19,14,0
1,25,10,0
1,27,10,0
1,18,16,0
1,16,11,0
1,14,13,0
1,12,8,0
1,9,10,0
1,6,12,0
1,3,14,0
1,2,14,0
1,1,14,0
1,0,14,0
1,-1,14,0
1,-1,15,0
1,-1,16,0
1,-1,17,0
1,-1,18,0
1,29,18,0
1,27,18,0
1,25,18,0
1,23,18,0
